,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
1120,"1,07653650724098E+018","1,07653650724098E+018",2018-12-22,lizardqueenasmr,Ugh I'm so fucking tired of this damn insomnia. Most times I just have trouble falling asleep & staying asleep but I could still get about 5-6 hrs overall. But the last couple of wks I just can't fall asleep no matter how hard or how long I try. & If I do it's maybe than an hr,[],Ugh I'm so fucking tired of this damn insomnia. Most times I just have trouble falling asleep & staying asleep but I could still get about 5-6 hrs overall. But the last couple of wks I just can't fall asleep no matter how hard or how long I try. & If I do it's maybe than an hr,1
1124,"1,07627046336881E+018","1,07627046336881E+018",2018-12-22,vilmastointi,"I've been having trouble falling asleep lately, which has NEVER happened before on 3-4 consecutive nights. is stress catching up on me or have I finally caught mom's insomnia?? more at 3 am probably.",[],"I've been having trouble falling asleep lately, which has NEVER happened before on 3-4 consecutive nights. is stress catching up on me or have I finally caught mom's insomnia?? more at 3 am probably.",1
1136,"1,07566430837223E+018","1,07566430837223E+018",2018-12-20,hannahboucherr,i never used to have trouble falling asleep but now i always doπ™„,[],i never used to have trouble falling asleep but now i always doπ™„,1
1159,"1,07492970737058E+018","1,07492970737058E+018",2018-12-18,moisesrosas21,I always have trouble falling asleep even when I'm tired π™„,[],I always have trouble falling asleep even when I'm tired π™„,1
1160,"1,07491434645781E+018","1,07491434645781E+018",2018-12-18,blacksirenx,I always have trouble falling asleep π©,[],I always have trouble falling asleep π©,1
1174,"1,07422202282422E+018","1,07422202282422E+018",2018-12-16,maine15_,Idk why I always have trouble falling asleep,[],Idk why I always have trouble falling asleep,1
1175,"1,07421052730234E+018","1,07421052730234E+018",2018-12-16,christyann15,I get to sleep in like once a month and I always seem to have trouble falling asleep that night of π” so the total hours I actually sleep tends to just end up like any other night   ,"['#gofigure', '#disappointing', '#iwaslookingforwardtothis']",I get to sleep in like once a month and I always seem to have trouble falling asleep that night of π” so the total hours I actually sleep tends to just end up like any other night #GoFigure #disappointing #iWasLookingForwardToThis,1
1182,"1,07388038483474E+018","1,07388038483474E+018",2018-12-15,jazellemariah,I have trouble falling asleep every night,[],I have trouble falling asleep every night,1
1206,"1,07313374015782E+018","1,07313374015782E+018",2018-12-13,liz_4_music,"Friends that deal with anxiety: what do you do when you're having trouble falling asleep? I rarely have trouble, but tonight I'm not doing so great. π“",[],"Friends that deal with anxiety: what do you do when you're having trouble falling asleep? I rarely have trouble, but tonight I'm not doing so great. π“",1
1211,"1,07307845472634E+018","1,07307845472634E+018",2018-12-13,shelbydevillier,It would really be great if I didn't have so much trouble falling asleep,[],It would really be great if I didn't have so much trouble falling asleep,1
0,"1,07988936435898E+018","1,07988936435898E+018",2019-01-01,depressediniowa,"I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

  ","['#depression', '#depressed', '#depressedthoughts']","I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

#depression #depressed #depressedthoughts",1
47,"1,07969787764617E+018","1,07969787764617E+018",2018-12-31,liamweekessoas,I am going to drink myself to fucking death  ,"['#depressed', '#notdepressed']",I am going to drink myself to fucking death #depressed #notdepressed,1
54,"1,0796364581919E+018","1,0796364581919E+018",2018-12-31,depressediniowa,"Another year almost done.
Another year of failure.
Another year closer to death.
  ","['#depression', '#depressed', '#depressedthoughts']","Another year almost done.
Another year of failure.
Another year closer to death.
#depression #depressed #depressedthoughts",1
64,"1,07959834064655E+018","1,07959834064655E+018",2018-12-31,bubblegumteal,Can I just sleep forever and just be famous for constantly being asleep lol   ,"['#iwanttodie', '#sleep', '#depressed']",Can I just sleep forever and just be famous for constantly being asleep lol #Iwanttodie #sleep #depressed,1
85,"1,07953765739337E+018","1,07953765739337E+018",2018-12-31,bruncherella1,"Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly   ","['#depression', '#ihate', '#depressed']","Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly #depression #ihate #depressed",1
87,"1,07953331977419E+018","1,07953331977419E+018",2018-12-31,marysarah1998,Why can’t I just be happy? ,['#depressed'],Why canβ€™t I just be happy? #depressed,1
94,"1,07950871649032E+018","1,07950871649032E+018",2018-12-31,sale_abdelrhman,"How can I kill myself without feeling pain
",['#depressed'],"How can I kill myself without feeling pain
#depressed",1
103,"1,07947277634651E+018","1,07947277634651E+018",2018-12-30,rawamiss,"Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?

","['#depressed', '#iwannaunlife']","Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?
#depressed
#iwannaunlife",1
166,"1,07925733597188E+018","1,07925733597188E+018",2018-12-30,mckaylabritton1,Tbh I’m just sick of not getting invited to do shit and always being left home alone π‚π¤·πΌβ€β™€οΈ ,['#depressed'],Tbh Iβ€™m just sick of not getting invited to do shit and always being left home alone π‚π¤·πΌβ€β™€οΈ #depressed,1
167,"1,07925682766822E+018","1,07925682766822E+018",2018-12-30,golden_demon0,Can I not wake up one day?   ,"['#depressed', '#sad', '#suicidal']",Can I not wake up one day? #depressed #sad #suicidal,1
205,"1,07917215487955E+018","1,07917215487955E+018",2018-12-30,depressediniowa,"One day, there will be a movie I will really want to see, but I will die before it gets released in theaters.   ","['#depression', '#depressed', '#depressedthoughts']","One day, there will be a movie I will really want to see, but I will die before it gets released in theaters. #depression #depressed #depressedthoughts",1
223,"1,07912918190731E+018","1,07912918190731E+018",2018-12-29,philliphuman,"Won't somebody DM me? 
I want to talk to someone...

","['#depressed', '#down']","Won't somebody DM me? 
I want to talk to someone...
#Depressed
#down",1
231,"1,07910488206845E+018","1,07910488206845E+018",2018-12-29,crystal_leflar,"I wasn't at all  this depressed Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?","['#depressed', '#holidayseason']","I wasn't at all #depressed this #holidayseason Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?",1
