,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
1812,1039308342424887296,1038213270983847936,2018-09-11,jeremyemery1984,"I want to let you know that I'm alright. I really haven't been myself lately. U know all those bad warning signs - lack of sleep, sleeping too much, confusion, no interest in anything, depression. I have them all. I feel so empty inside. But I am surviving.🤗🙏💗 ",['#keeptalkingmh'],"I want to let you know that I'm alright. I really haven't been myself lately. U know all those bad warning signs - lack of sleep, sleeping too much, confusion, no interest in anything, depression. I have them all. I feel so empty inside. But I am surviving.🤗🙏💗 #KeepTalkingMH",1
1819,1037923994769481729,1037923994769481729,2018-09-07,yungbuttcoin,"f, I spent way too much time playing Bean Game with my family and I forgot to dry my sheets, so now I am sleeping in partially wet sheets",[],"f, I spent way too much time playing Bean Game with my family and I forgot to dry my sheets, so now I am sleeping in partially wet sheets",1
1820,1079889532269531136,1079889532269531136,2019-01-01,ghostofmufasa_,Came home feeling tired. Did one set on DBZ netplay and I feel like I took 5 espresso shots,[],Came home feeling tired. Did one set on DBZ netplay and I feel like I took 5 espresso shots,1
1821,1079888459542814720,1079888459542814720,2019-01-01,yell0yell0_,It feels later than it is or either I’m just that tired.,[],It feels later than it is or either I’m just that tired.,1
1823,1079887571667374080,1079887571667374080,2019-01-01,cariycarman,I acc hate New Year’s Eve. Dad just gets drunk. Mum gets tired. I feel pressure to drink. It’s just a bit shit.,[],I acc hate New Year’s Eve. Dad just gets drunk. Mum gets tired. I feel pressure to drink. It’s just a bit shit.,1
1824,1079887561164771328,1079887561164771328,2019-01-01,theastrodim,"Struggling this New Years, im feel super tired and a bit emotional. I feel like this is a purge of 2018 and all of its fuck shit. I hope so, I don’t want to bring any of this shit in 2019. You may leave and u shall never come back!  pic.twitter.com/DVL9UyQAUf",[],"Struggling this New Years, im feel super tired and a bit emotional. I feel like this is a purge of 2018 and all of its fuck shit. I hope so, I don’t want to bring any of this shit in 2019. You may leave and u shall never come back!  pic.twitter.com/DVL9UyQAUf",1
1825,1079887530156208129,1079887530156208129,2019-01-01,spotthestriker,"I know I'm supposed to feel relieved that 2018 is over and excited for 2019 (as those are widely accepted and expected feelings one may have) but idk man, I'm feeling a pretty concerned sense of dread. I'm tired. 2018 was a lot of bad and a lot of good. Can I just take 2019 off?",[],"I know I'm supposed to feel relieved that 2018 is over and excited for 2019 (as those are widely accepted and expected feelings one may have) but idk man, I'm feeling a pretty concerned sense of dread. I'm tired. 2018 was a lot of bad and a lot of good. Can I just take 2019 off?",1
1826,1079887004899467269,1079887004899467269,2019-01-01,mothermxrcury,i planned to go to the disco tonight but i feel so tired so me and my sister are going to watch bohemian rhapsody and drinking wine ayyy,[],i planned to go to the disco tonight but i feel so tired so me and my sister are going to watch bohemian rhapsody and drinking wine ayyy,1
1827,1079886785058992128,1079886149668093952,2019-01-01,liarygm,Extremely. Even in past times ive intentionally did them. I still felt tired but i just feel...okay,[],Extremely. Even in past times ive intentionally did them. I still felt tired but i just feel...okay,1
1828,1079886784098693121,1079886784098693121,2019-01-01,cryeo,I hope that these dark thoughts will finally leave my head in 2019. I feel tired.,[],I hope that these dark thoughts will finally leave my head in 2019. I feel tired.,1
1829,1079886579613745154,1079886579613745154,2019-01-01,exontheslayer,"Honestly, I’m tired of being numb🥶I just wanna feel something 😶",[],"Honestly, I’m tired of being numb🥶I just wanna feel something 😶",1
1831,1079886121197277186,1079886121197277186,2019-01-01,sillyssb,"Every time I try to take a nap it backfires and I feel a little less sleepy but still tired and irritated
Maybe some salty solo queue will get me going but idk I'll find something to do",[],"Every time I try to take a nap it backfires and I feel a little less sleepy but still tired and irritated
Maybe some salty solo queue will get me going but idk I'll find something to do",1
1834,1079885739599421440,1079885739599421440,2019-01-01,writtenbysara,"I feel especially tired today. I honestly believe it was the weight of stress in 2018, ready to kick that shiz away!",[],"I feel especially tired today. I honestly believe it was the weight of stress in 2018, ready to kick that shiz away!",1
1835,1079885547554902016,1079866864774332417,2019-01-01,isakills,"Getting help helps - hah. When i was on Zoloft it felt easier to have motivation to do things. Now i'm off of it and trying to keep in mind how it felt when i accomplished things. 
I also feel old and tired a lot. I'm hoping that a better diet and light exercises will help 🤞🏼",[],"Getting help helps - hah. When i was on Zoloft it felt easier to have motivation to do things. Now i'm off of it and trying to keep in mind how it felt when i accomplished things. 
I also feel old and tired a lot. I'm hoping that a better diet and light exercises will help 🤞🏼",1
1836,1079885490961203205,1079885490961203205,2019-01-01,greene896,I hope that the democrates wont go soft and give in to trump.when the people get tired of the close government they will go after trump .trump knows this so he want the democrats to feel guilty.they rather have pay check then a wall.,[],I hope that the democrates wont go soft and give in to trump.when the people get tired of the close government they will go after trump .trump knows this so he want the democrats to feel guilty.they rather have pay check then a wall.,1
1837,1079884845394939904,1079884845394939904,2019-01-01,hoeboihobi,Now my anxiety is all fcked up and my chest feels like there is a weight on it I’m so tired,[],Now my anxiety is all fcked up and my chest feels like there is a weight on it I’m so tired,1
1838,1079884565370626049,1079884565370626049,2019-01-01,weirdkidlester,"i can now leave 2018 and everything it stands for behind me, i feel so refreshed, i mean tbh idk what im talking about 2018 was amazing but idk im tired",[],"i can now leave 2018 and everything it stands for behind me, i feel so refreshed, i mean tbh idk what im talking about 2018 was amazing but idk im tired",1
1839,1079884445962985473,1079883537308966918,2019-01-01,eddlebrck,"Good luck sksjks I feel you pain. It's gonna be fine though 💚
 Mine should have been taken off in in 2016 but I changed orthodontist 5 times sksjsk I'm tired of these shits I haven't seen one in 2 years",[],"Good luck sksjks I feel you pain. It's gonna be fine though 💚
 Mine should have been taken off in in 2016 but I changed orthodontist 5 times sksjsk I'm tired of these shits I haven't seen one in 2 years",1
1841,1079883055924477952,1079882882200539136,2019-01-01,magical_reads,ngl the last thing I marked was a 5 page bonus story but I’m TIRED and I don’t want to feel stressed abt this anymore so!!,[],ngl the last thing I marked was a 5 page bonus story but I’m TIRED and I don’t want to feel stressed abt this anymore so!!,1
1842,1079882799400677376,1079882799400677376,2019-01-01,saa_elf,"""Kyuhyun’s Quotes:
I am a bit. A bit tired
I feel like they are draining my
energy. I am suddenly tired.
They record over 5 hours. No
wonder he is tired."" [BOT]",[],"""Kyuhyun’s Quotes:
I am a bit. A bit tired
I feel like they are draining my
energy. I am suddenly tired.
They record over 5 hours. No
wonder he is tired."" [BOT]",1
1843,1079882740365963269,1079882740365963269,2019-01-01,victoriabarwick,"""You often feel tired, not because you've done too much, but because you've done too little of what sparks a light in you"" - Alexander den Heijer
I want to do more of what makes me happy & less worrying but the small stuff.... 2019 🎆 ready 4U  pic.twitter.com/H9ThmGlnQ6",[],"""You often feel tired, not because you've done too much, but because you've done too little of what sparks a light in you"" - Alexander den Heijer
I want to do more of what makes me happy & less worrying but the small stuff.... 2019 🎆 ready 4U  pic.twitter.com/H9ThmGlnQ6",1
1844,1079882574581751809,1079882574581751809,2019-01-01,gozan21,"I've become so numb I can't feel you there, Become so tired so much more aware (NUMB)",[],"I've become so numb I can't feel you there, Become so tired so much more aware (NUMB)",1
1845,1079882240891543553,1079882240891543553,2019-01-01,wild_rosebush,"so I know araki was tired at cdtv like you could all but physically feel that exhaustion coming from him

but the way shunya all but attached himself to him is so pure and I now only accept the myu headcanon that nikkari and imanotsurugi have a constantly growing friendship",[],"so I know araki was tired at cdtv like you could all but physically feel that exhaustion coming from him

but the way shunya all but attached himself to him is so pure and I now only accept the myu headcanon that nikkari and imanotsurugi have a constantly growing friendship",1
1848,1079881465675026433,1079881465675026433,2019-01-01,hi_imautumn,i get tired of getting treated ordinary when i have so much to offer. i refuse to settle for someone who makes me feel ordinary,[],i get tired of getting treated ordinary when i have so much to offer. i refuse to settle for someone who makes me feel ordinary,1
