,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,,
931,"9,43634808608981E+017","9,43634808608981E+017",2017-12-21,jamilahahmath,Also my car is totaled and I feel like I’ve lost a loved one 😭😪😭 ,['#depressed'],Also my car is totaled and I feel like I’ve lost a loved one 😭😪😭 #depressed,1,,
932,"9,43633872734081E+017","9,43633872734081E+017",2017-12-21,vaperaxa,"This is my place to vent...

... 
","['#fuck', '#depressed']","This is my place to vent...

#Fuck... 
#Depressed",1,,
933,"9,4363050653245E+017","9,4363050653245E+017",2017-12-21,goodhartbadart,Pro tip: don’t go out to eat when you’re  because you can’t taste anything,['#depressed'],Pro tip: don’t go out to eat when you’re #depressed because you can’t taste anything,1,,
938,"9,43596372980371E+017","9,43596372980371E+017",2017-12-20,kalufjp,Im either being reckless ir stupid 24/7 ,['#depressed'],Im either being reckless ir stupid 24/7 #depressed,1,,
940,"9,4358439746646E+017","9,4358439746646E+017",2017-12-20,nllittle78,The let down from yesterdays elation and interviewing has taken affect. I am suitably depressed again. Not too much because I have a recruiter critter talking to me.  ,"['#unemployed', '#depressed']",The let down from yesterdays elation and interviewing has taken affect. I am suitably depressed again. Not too much because I have a recruiter critter talking to me. #unemployed #depressed,1,,
944,"9,43568555227759E+017","9,43568555227759E+017",2017-12-20,mrscichocki22,They say everything happens for a reason...   best be a good reason my child’s father left me again. 5 days before Christmas thanks you fucking prick. ,['#depressed'],They say everything happens for a reason...   best be a good reason my child’s father left me again. 5 days before Christmas thanks you fucking prick. #depressed,1,,
946,"9,43558364625121E+017","9,43558364625121E+017",2017-12-20,sixtynine_mars,Sucks to be livin in a place where no one gives a shit about you. ,['#depressed'],Sucks to be livin in a place where no one gives a shit about you. #depressed,1,,
948,"9,43544890046255E+017","9,43544890046255E+017",2017-12-20,fa_a17,"I feel so lost and empty right now 💔
 ","['#depressed', '#difficult_times']","I feel so lost and empty right now 💔
#depressed #difficult_times",1,,
960,"9,43512154300473E+017","9,43512154300473E+017",2017-12-20,bjuniorj,"No hay trago más amargo
Que tragarse el nudo de la garganta 😞   pic.twitter.com/VTd8tRyzxR",['#depressed'],"No hay trago más amargo
Que tragarse el nudo de la garganta 😞 #depressed  pic.twitter.com/VTd8tRyzxR",1,,
967,"9,43491689343316E+017","9,43491689343316E+017",2017-12-20,jonathanloyd,I need to stop putting my worth in others people hands. And my happiness in plans that can fall through.  ,"['#depressed', '#ineedatherapist']",I need to stop putting my worth in others people hands. And my happiness in plans that can fall through. #Depressed #INeedATherapist,1,,
969,"9,43479975297946E+017","9,43479975297946E+017",2017-12-20,imyourlaraaaah,"depression go away 
don't come again another day
lil girl wants to play
depression go away 

 ","['#depression', '#depressed']","depression go away 
don't come again another day
lil girl wants to play
depression go away 

#Depression #depressed",1,,
976,"9,43465496862527E+017","9,43112359790264E+017",2017-12-20,urstrulymbmsfan,"Sorry for disturbing all but too much  and  after listening to rumors sir please if this true then definitely TFI going to land trouble😰😰😰😰😰😰😰😰😰😰😰😰😰😰😩😫😨😰😱😰please  
my request please coney this to Mani sir","['#depressed', '#frustrated', '#donotletmanisharmatoretire']","Sorry for disturbing all but too much #depressed and #frustrated after listening to rumors sir please if this true then definitely TFI going to land trouble😰😰😰😰😰😰😰😰😰😰😰😰😰😰😩😫😨😰😱😰please #DonotLetManiSharmaToRetire 
my request please coney this to Mani sir",1,,
982,"9,43396048424272E+017","9,43396048424272E+017",2017-12-20,19emilylou,I am missing you so much right now I can’t believe I lost you just short of 5 hours ago. I feel nothing and everything at the same time   .,"['#lost', '#depressed', '#gone']",I am missing you so much right now I can’t believe I lost you just short of 5 hours ago. I feel nothing and everything at the same time #lost #depressed #gone.,1,,
987,"9,43364678662738E+017","9,43364678662738E+017",2017-12-20,nataliewalter_,God damn my Tesla really gone 😞😞😞 ,['#depressed'],God damn my Tesla really gone 😞😞😞 #depressed,1,,
996,"9,43336358634025E+017","9,43336358634025E+017",2017-12-20,benjaminyaep,I just wonder if I would ever be successful in life. Sigh.   ,"['#farfromsuccess', '#depressed', '#isad']",I just wonder if I would ever be successful in life. Sigh. #farfromsuccess #depressed #isad,1,,
1000,"9,47618010583458E+017","9,47618010583458E+017",2018-01-01,ahonuigirl1,Hoping to let go of my past and somehow look forward to a better future.   ,"['#regrets', '#depression', '#bipolar']",Hoping to let go of my past and somehow look forward to a better future. #regrets #depression #bipolar,1,,
1001,"9,4761790077243E+017","9,4761790077243E+017",2018-01-01,hope4siblings,"  abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd","['#depression', '#elder']","#depression #elder abuse AFFIRMATION 4 A SURVIVOR of Sibling Abuse: ""I will not compare myself to anyone else on earth."" pic.twitter.com/1AZwc59Dwd",1,,
1004,"9,47615472228254E+017","9,47615472228254E+017",2018-01-01,fistybuttpunch,"You know you’re off when your life is going p okay, but there’s just something that’s... off. I can’t put my finger on it. Is it ? Is it ? Idk. You feel meh but you can’t explain it. That’s the real curse.","['#depression', '#anxiety']","You know you’re off when your life is going p okay, but there’s just something that’s... off. I can’t put my finger on it. Is it #depression? Is it #Anxiety? Idk. You feel meh but you can’t explain it. That’s the real curse.",1,,
1011,"9,47613364141818E+017","9,47613364141818E+017",2018-01-01,chelsitasidler,"Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others.  ","['#endthestigma', '#depression']","Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others. #endthestigma #depression",1,,
1014,"9,47611001624629E+017","9,47611001624629E+017",2018-01-01,shg_depression,"Wir wünschen allen Betroffenen ein glückliches, liebevolles und genußreiches Jahr 2018   ","['#notjustsad', '#depression', '#selbsthilfegruppe']","Wir wünschen allen Betroffenen ein glückliches, liebevolles und genußreiches Jahr 2018 #notjustsad #Depression #Selbsthilfegruppe",1,,
1015,"9,47610450404848E+017","9,47610450404848E+017",2018-01-01,tinytatari,why doesnt she like meeeeeeeeeee   ,"['#suicide', '#depression', '#gangnamstyle']",why doesnt she like meeeeeeeeeee #suicide #depression #gangnamstyle,1,,
1018,"9,47609649951384E+017","9,47609649951384E+017",2018-01-01,tiniestsparrow,"Depression is, when all you can think of 18 minutes past midnight is fuck I'm still alive.   ","['#depression', '#newyearseve', '#welcome2018']","Depression is, when all you can think of 18 minutes past midnight is fuck I'm still alive. #depression #newyearseve #welcome2018",1,,
1024,"9,47607947311567E+017","9,47607947311567E+017",2018-01-01,sami_jonez,Wish something good would come into my life   ,"['#possibilities', '#ifonly', '#depression']",Wish something good would come into my life #possibilities #ifonly #depression,1,,
1031,"9,47606106267898E+017","9,47606106267898E+017",2018-01-01,myselfandhealth,"Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda!  ","['#depression', '#anxiety']","Don't let anyone make you feel bad for not wanting to be around people or declining an invitation. Instead,applaud yourself for knowing when to say no to someone else's social agenda! #depression #anxiety",1,,
1035,"9,47605604239061E+017","9,47605604239061E+017",2018-01-01,skaterfantasy,"In all honesty, my actual New Year’s resolution is to be nicer to myself...I became my own worse enemy in 2017 and I don’t wanna give up just yet.    pic.twitter.com/ZipSVbJjqd","['#depression', '#anxiety', '#overthinking']","In all honesty, my actual New Year’s resolution is to be nicer to myself...I became my own worse enemy in 2017 and I don’t wanna give up just yet. #Depression #Anxiety #Overthinking pic.twitter.com/ZipSVbJjqd",1,,
1042,"9,47604548109128E+017","9,47604548109128E+017",2018-01-01,psycare_inc, is in the news a lot for treating  and other conditions, but what is it? Contact us to learn more!  pic.twitter.com/g1N4TszgWB,"['#tms', '#depression']",#TMS is in the news a lot for treating #depression and other conditions, but what is it? Contact us to learn more!  pic.twitter.com/g1N4TszgWB,1
1044,"9,47604031664546E+017","9,47604031664546E+017",2018-01-01,tmspatientcare, Therapy can treat  and mood disorders with limited to no side effects. Contact us to learn more.  pic.twitter.com/Et8nR8WmiM,"['#tms', '#depression']",#TMS Therapy can treat #depression and mood disorders with limited to no side effects. Contact us to learn more.  pic.twitter.com/Et8nR8WmiM,1,,
1059,"9,47600935194259E+017","9,47600935194259E+017",2018-01-01,ker8mel,"An alle, die gerade Zuhause (oder egal wo) verzweifeln, weil es sich einfach alles so scheiße anfühlt:

Fragt nach Hilfe. Option: Antidepressiva!
Habe auch lange ohne und dann wollte ich aber welche. Und sie helfen. Mir zumindest.
  ","['#notjustsad', '#depression', '#keinertwittertallein']","An alle, die gerade Zuhause (oder egal wo) verzweifeln, weil es sich einfach alles so scheiße anfühlt:

Fragt nach Hilfe. Option: Antidepressiva!
Habe auch lange ohne und dann wollte ich aber welche. Und sie helfen. Mir zumindest.
#NotJustSad #Depression #KeinerTwittertAllein",1,,
1061,"9,47599521621692E+017","9,47599521621692E+017",2018-01-01,jamespipe10,I think Roma and Arsenal are competing to see who will disappoint me more this year. ,['#depression'],I think Roma and Arsenal are competing to see who will disappoint me more this year. #depression,1,,
1068,"9,47596868917383E+017","9,47596868917383E+017",2018-01-01,nadja36506026,"Die Zwerge sind an Oma und Opa ""verkauft"" , somit absolute Eskalation auf der Couch bei Rammstein und Vorbereitung zum morgigen Geburtstag von meinem Großen! 
Ich bin gerade tatsächlich etwas entspannt von dieser nicht zu mir gehörenden .",['#depression'],"Die Zwerge sind an Oma und Opa ""verkauft"" , somit absolute Eskalation auf der Couch bei Rammstein und Vorbereitung zum morgigen Geburtstag von meinem Großen! 
Ich bin gerade tatsächlich etwas entspannt von dieser nicht zu mir gehörenden #Depression.",1,,
1088,"9,47589184553935E+017","9,47589184553935E+017",2018-01-01,venturacotms,We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/Uwf1MTRxLW,"['#tms', '#depression']",We offer #TMS Therapy to our patients to treat #Depression and other conditions. Contact us today to learn more.  pic.twitter.com/Uwf1MTRxLW,1,,
1099,"9,47587393506415E+017","9,47587393506415E+017",2017-12-31,durgadasaduriel,"In recovery, we may struggle to release some beliefs that were true in an episode of  or , but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of  is challenging these thoughts & gently nudging ourselves on.","['#depression', '#anxiety', '#recovery']","In recovery, we may struggle to release some beliefs that were true in an episode of #depression or #anxiety, but that aren't now. E.g. ""I only have the energy to go out once a week; shopping = panic."" Part of #recovery is challenging these thoughts & gently nudging ourselves on.",1,,
1107,"9,47585008767787E+017","9,47585008767787E+017",2017-12-31,stormwolff,"So...for the first time in two days, I got up, showered, and I'm actually out. Because depression may suck, but, I have to keep fighting. ",['#depression'],"So...for the first time in two days, I got up, showered, and I'm actually out. Because depression may suck, but, I have to keep fighting. #depression",1,,
